Year;Day;Month;Site;Season;Habitat;DegLev;Bird ID;Sex;Plant Family;Plant ID;Activity;Folder;Picture;Time
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160505AA;5342;7:29:10
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Rubiaceae;Palicourea fuchsioides;Feeding;160505AA;6704;7:51:52
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160505AA;9879;8:44:47
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160505AA;12980;9:36:28
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160505AA;16056;10:27:44
2016;5;5;Verdecocha;Wet;Forest_interior;0;Wasp;na;Rubiaceae;Palicourea fuchsioides;Feeding;160505AA;17042;10:44:10
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160505AA;18808;11:13:36
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160505AA;21327;11:55:35
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Rubiaceae;Palicourea fuchsioides;Feeding;160505AB;2628;13:43:56
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160505AB;8284;15:18:12
2016;5;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160505AB;14399;17:00:07
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Rubiaceae;Palicourea fuchsioides;Feeding;160506AA;2547;6:42
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160506AA;11787;9:16:35
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160506AA;12913;9:35:21
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160506AB;3386;13:56:34
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160506AB;15917-15918;17:25:25
2016;7;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Rubiaceae;Palicourea fuchsioides;Feeding;160507AA;4108;7:08:36
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160507AA;5629;7:33:57
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160507AA;14010;9:53:38
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160507AA;20006;11:33:34
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160507AB;2593;13:43:21
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160507AB;5670;14:34:38
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160507AB;8143;15:15:51
2016;7;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160507AB;18978;18:16:26
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160508AA;898-905;6:15:06
2016;8;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Rubiaceae;Palicourea fuchsioides;Feeding;160508AA;1085;6:18:13
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160508AA;14237;9:57:25
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160508AA;19813;11:30:50
2016;8;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Rubiaceae;Palicourea fuchsioides;Feeding;160508AB;903;13:15:11
2016;8;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;female;Rubiaceae;Palicourea fuchsioides;Feeding;160508AB;4657;14:17:45
2015;24;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Racinaea tetrantha;Feeding;150724AB;1026;13:17:14
2015;24;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Racinaea tetrantha;Feeding;150724AB;3440;13:57:28
2015;25;7;Verdecocha;Dry;Forest_interior;0;Metallura tyrianthina;male;Bromeliaceae;Racinaea tetrantha;Feeding;150725AA;15665;10:21:13
2015;26;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Racinaea tetrantha;Feeding;150726AB;1928;13:32:16
2015;26;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Racinaea tetrantha;Feeding;150726AB;6962;14:56:10
2015;26;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Racinaea tetrantha;Feeding;150726AB;19041;18:17:29
2015;27;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Racinaea tetrantha;Feeding;150727AB;15142;17:12:38
2015;28;7;Verdecocha;Dry;Forest_interior;0;Eriocnemis luciani;na;Bromeliaceae;Racinaea tetrantha;Feeding;150728AA;20216;11:37:13
2015;24;9;Verdecocha;Wet;Burned;4;Metallura tyrianthina;na;Bromeliaceae;Racinaea tetrantha;Feeding;150924AA;8976;8:29:44
2015;24;9;Verdecocha;Wet;Burned;4;Metallura tyrianthina;na;Bromeliaceae;Racinaea tetrantha;Feeding;150924AA;11427;9:10:35
2015;24;9;Verdecocha;Wet;Burned;4;Metallura tyrianthina;female;Bromeliaceae;Racinaea tetrantha;Feeding;150924AB;1610;13:26:58
2015;25;9;Verdecocha;Wet;Burned;4;Metallura tyrianthina;na;Bromeliaceae;Racinaea tetrantha;Feeding;150925AB;128;13:02:16
2015;25;9;Verdecocha;Wet;Burned;4;Trochilidae;na;Bromeliaceae;Racinaea tetrantha;Feeding;150925AB;3749;14:02:37
2015;26;9;Verdecocha;Wet;Burned;4;Metallura tyrianthina;na;Bromeliaceae;Racinaea tetrantha;Feeding;150926AA;12381;9:26:29
2015;26;9;Verdecocha;Wet;Burned;4;Metallura tyrianthina;na;Bromeliaceae;Racinaea tetrantha;Feeding;150926AB;454;13:07:42
2016;4;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Bromeliaceae;Racinaea tetrantha;Feeding;160504AB;16587;17:36:35
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Bromeliaceae;Racinaea tetrantha;Feeding;160505AB;4821;17:07:09
2016;6;5;Verdecocha;Wet;Forest_interior;0;Eriocnemis nigrivestis;male;Bromeliaceae;Racinaea tetrantha;Feeding;160506AB;5092;14:25:00
2016;7;5;Verdecocha;Wet;Forest_interior;0;Trochilidae;na;Bromeliaceae;Racinaea tetrantha;Feeding;160507AB;7353;15:02:41
2016;8;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Bromeliaceae;Racinaea tetrantha;Feeding;160508AB;11333;16:09:06
2014;7;8;Verdecocha;Dry;Forest_interior;0;Diglossa sp.;na;Ericaceae;Thibaudia floribunda;Feeding;140807AA;2453;7:22:02
2014;7;8;Verdecocha;Dry;Forest_interior;0;Eriocnemis nigrivestis;male;Ericaceae;Thibaudia floribunda;Feeding;140807AB;1812;13:30:32
2014;8;8;Verdecocha;Dry;Forest_interior;0;Eriocnemis nigrivestis;male;Ericaceae;Thibaudia floribunda;Feeding;140808AA;8106;10:30:27
2014;8;8;Verdecocha;Dry;Forest_interior;0;Eriocnemis nigrivestis;male;Ericaceae;Thibaudia floribunda;Feeding;140808AA;9768;11:25:51
2014;9;8;Verdecocha;Dry;Forest_interior;0;Eriocnemis nigrivestis;male;Ericaceae;Thibaudia floribunda;Feeding;140809AD;5287;15:26:25
2014;10;8;Verdecocha;Dry;Forest_interior;0;Eriocnemis nigrivestis;male;Ericaceae;Thibaudia floribunda;Feeding;140810AA;5208;8:53:52
2014;10;8;Verdecocha;Dry;Forest_interior;0;Eriocnemis nigrivestis;male;Ericaceae;Thibaudia floribunda;Feeding;140810AB;731;10:40:35
2014;11;8;Verdecocha;Dry;Forest_interior;0;Eriocnemis nigrivestis;male;Ericaceae;Thibaudia floribunda;Feeding;140811AB;377;10:39:49
2016;5;5;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160506AA;16924-16937;10:42:12
2016;7;5;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;male;Ericaceae;Thibaudia floribunda;Feeding;160507AA;5620-5635;7:33:48
2016;7;5;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160507AA;10103-10113;8:48:31
2016;7;5;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160507AB;7801-7804;15:10:09
2016;8;5;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;male;Ericaceae;Thibaudia floribunda;Feeding;160508AA;8060-8062;8:14:28
2016;8;5;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160508AA;21057-21065;11:51:48
2016;8;5;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160508AB;6923-6932;14:55:31
2016;8;5;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160508AB;14101-14115;16:55:20
2016;8;5;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160508AB;18096-18109;18:01:55
2016;5;5;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160505AA;15168-15173;10:12:56
2016;6;5;Esperanza;Wet;Forest_Border;1;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160506AB;14045;16:54:13
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160505AA;1009;6:16:48
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160505AA;1504;6:25:36
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160505AA;13052;9:37:12
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160505AA;13919;9:51:36
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160505AA;14600;10:03:00
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160505AA;19815;11:30:00
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160505AA;20554;11:42:36
2016;5;5;Verdecocha;Wet;Forest_interior;0;Diglossopis cyanea;na;Ericaceae;Thibaudia floribunda;Feeding;160505AA;21034;11:50:24
2016;5;5;Verdecocha;Wet;Forest_interior;0;Diglossopis cyanea;na;Ericaceae;Thibaudia floribunda;Feeding;160505AB;1008;13:16:48
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160505AB;1824;13:30:24
2016;5;5;Verdecocha;Wet;Forest_interior;0;Diglossopis cyanea;na;Ericaceae;Thibaudia floribunda;Feeding;160505AB;4472;14:14:31
2016;5;5;Verdecocha;Wet;Forest_interior;0;Diglossopis cyanea;na;Ericaceae;Thibaudia floribunda;Feeding;160505AB;5812;14:36:36
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160505AB;8089;15:15:00
2016;5;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160505AB;15465;17:17:24
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160506AA;1233;6:13:20
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160506AA;1968;6:32:48
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160506AA;2564;6:42:43
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160506AA;11915;9:18:36
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160506AA;16767;10:39:00
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160506AA;21559;11:59:24
2016;6;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160506AB;6523;14:48:36
2016;7;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160507AA;1141;6:19:12
2016;7;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160507AA;12750;9:32:31
2016;7;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160507AB;2843;13:47:24
2016;7;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160507AB;4782;14:19:41
2016;7;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160507AB;6742;14:52:19
2016;7;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160507AB;12911;16:35:45
2016;8;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160508AA;8680;8:24:39
2016;8;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160508AA;12946;9:35:45
2016;8;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;female;Ericaceae;Thibaudia floribunda;Feeding;160508AA;20549;11:42:29
2016;8;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160508AB;4257;14:10:55
2016;8;5;Verdecocha;Wet;Forest_interior;0;Metallura tyrianthina;na;Ericaceae;Thibaudia floribunda;Feeding;160508AB;8237;15:17:16
